NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI,Genus,Species
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,30.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,30.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,20.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,20.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,10.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,10.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,0.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Serratia,Serratia odorifera
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Vibrio,Vibrio parahaemolyticus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,17.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,17.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Pseudomonas,Pseudomonas koreensis
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,7.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,7.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,10.0,20.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,10.0,Enterococcus,Enterococcus faecalis
Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,20.0,20.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,18.0,Enterococcus,Enterococcus faecalis
Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,30.0,20.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,23.0,Enterococcus,Enterococcus faecalis
Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,4.0,30.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,11.39,Bacillus,Bacillus cereus
Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Salmonella typhimurium,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,meat,50.0,31.0,69.0,6.0,37.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,11.22,Salmonella,Salmonella enterica subsp. enterica serovar Typhimurium
Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,20.0,10.0,78.9,24.0,37.0,2.0,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,22.0,Acinetobacter,Acinetobacter baumannii
